session_id,split,preset,scenario,window_end_drop_number,future_start_drop_number,future_end_drop_number,label,ratio_t_minus_19,ratio_t_minus_18,ratio_t_minus_17,ratio_t_minus_16,ratio_t_minus_15,ratio_t_minus_14,ratio_t_minus_13,ratio_t_minus_12,ratio_t_minus_11,ratio_t_minus_10,ratio_t_minus_9,ratio_t_minus_8,ratio_t_minus_7,ratio_t_minus_6,ratio_t_minus_5,ratio_t_minus_4,ratio_t_minus_3,ratio_t_minus_2,ratio_t_minus_1,ratio_t_minus_0,error_percent_t_minus_19,error_percent_t_minus_18,error_percent_t_minus_17,error_percent_t_minus_16,error_percent_t_minus_15,error_percent_t_minus_14,error_percent_t_minus_13,error_percent_t_minus_12,error_percent_t_minus_11,error_percent_t_minus_10,error_percent_t_minus_9,error_percent_t_minus_8,error_percent_t_minus_7,error_percent_t_minus_6,error_percent_t_minus_5,error_percent_t_minus_4,error_percent_t_minus_3,error_percent_t_minus_2,error_percent_t_minus_1,error_percent_t_minus_0,delta_ratio_t_minus_19,delta_ratio_t_minus_18,delta_ratio_t_minus_17,delta_ratio_t_minus_16,delta_ratio_t_minus_15,delta_ratio_t_minus_14,delta_ratio_t_minus_13,delta_ratio_t_minus_12,delta_ratio_t_minus_11,delta_ratio_t_minus_10,delta_ratio_t_minus_9,delta_ratio_t_minus_8,delta_ratio_t_minus_7,delta_ratio_t_minus_6,delta_ratio_t_minus_5,delta_ratio_t_minus_4,delta_ratio_t_minus_3,delta_ratio_t_minus_2,delta_ratio_t_minus_1,delta_ratio_t_minus_0
syn_0007,train,slow,stable,115,116,120,1,1.015333,1.014667,1.016667,1.018,1.016667,1.016667,1.012,1.013333,1.014,1.014,1.016,1.018,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.5333,1.4667,1.6667,1.8,1.6667,1.6667,1.2,1.3333,1.4,1.4,1.6,1.8,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,0.0,-0.000667,0.002,0.001333,-0.001333,0.0,-0.004667,0.001333,0.000667,0.0,0.002,0.002,0.002667,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333
syn_0007,train,slow,stable,116,117,121,1,1.014667,1.016667,1.018,1.016667,1.016667,1.012,1.013333,1.014,1.014,1.016,1.018,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.4667,1.6667,1.8,1.6667,1.6667,1.2,1.3333,1.4,1.4,1.6,1.8,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,0.0,0.002,0.001333,-0.001333,0.0,-0.004667,0.001333,0.000667,0.0,0.002,0.002,0.002667,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0
syn_0007,train,slow,stable,117,118,122,1,1.016667,1.018,1.016667,1.016667,1.012,1.013333,1.014,1.014,1.016,1.018,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.6667,1.8,1.6667,1.6667,1.2,1.3333,1.4,1.4,1.6,1.8,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,0.0,0.001333,-0.001333,0.0,-0.004667,0.001333,0.000667,0.0,0.002,0.002,0.002667,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0
syn_0007,train,slow,stable,118,119,123,1,1.018,1.016667,1.016667,1.012,1.013333,1.014,1.014,1.016,1.018,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.8,1.6667,1.6667,1.2,1.3333,1.4,1.4,1.6,1.8,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,0.0,-0.001333,0.0,-0.004667,0.001333,0.000667,0.0,0.002,0.002,0.002667,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667
syn_0007,train,slow,stable,119,120,124,1,1.016667,1.016667,1.012,1.013333,1.014,1.014,1.016,1.018,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.6667,1.6667,1.2,1.3333,1.4,1.4,1.6,1.8,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,0.0,0.0,-0.004667,0.001333,0.000667,0.0,0.002,0.002,0.002667,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667
syn_0007,train,slow,stable,120,121,125,1,1.016667,1.012,1.013333,1.014,1.014,1.016,1.018,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.6667,1.2,1.3333,1.4,1.4,1.6,1.8,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,0.0,-0.004667,0.001333,0.000667,0.0,0.002,0.002,0.002667,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667
syn_0007,train,slow,stable,121,122,126,1,1.012,1.013333,1.014,1.014,1.016,1.018,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.2,1.3333,1.4,1.4,1.6,1.8,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,0.0,0.001333,0.000667,0.0,0.002,0.002,0.002667,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333
syn_0007,train,slow,stable,122,123,127,1,1.013333,1.014,1.014,1.016,1.018,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.3333,1.4,1.4,1.6,1.8,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,0.0,0.000667,0.0,0.002,0.002,0.002667,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667
syn_0007,train,slow,stable,123,124,128,1,1.014,1.014,1.016,1.018,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.4,1.4,1.6,1.8,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,0.0,0.0,0.002,0.002,0.002667,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667
syn_0007,train,slow,stable,124,125,129,1,1.014,1.016,1.018,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.4,1.6,1.8,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,0.0,0.002,0.002,0.002667,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333
syn_0007,train,slow,stable,125,126,130,1,1.016,1.018,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.6,1.8,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,0.0,0.002,0.002667,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667
syn_0007,train,slow,stable,126,127,131,1,1.018,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.8,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,0.0,0.002667,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333
syn_0007,train,slow,stable,127,128,132,1,1.020667,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,2.0667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,0.0,-0.001333,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333
syn_0007,train,slow,stable,128,129,133,1,1.019333,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.9333,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,0.0,-0.001333,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333
syn_0007,train,slow,stable,129,130,134,1,1.018,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.8,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,0.0,0.000667,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002
syn_0007,train,slow,stable,130,131,135,1,1.018667,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.8667,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,0.0,0.000667,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667
syn_0007,train,slow,stable,131,132,136,1,1.019333,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.9333,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,0.0,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667
syn_0007,train,slow,stable,132,133,137,1,1.019333,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.9333,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,0.0,0.000667,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002
syn_0007,train,slow,stable,133,134,138,1,1.02,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,2.0,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,0.0,-0.001333,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333
syn_0007,train,slow,stable,134,135,139,1,1.018667,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.8667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,0.0,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667
syn_0007,train,slow,stable,135,136,140,1,1.018667,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.8667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,0.0,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667
syn_0007,train,slow,stable,136,137,141,1,1.018667,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.8667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,0.0,-0.000667,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0
syn_0007,train,slow,stable,137,138,142,1,1.018,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.8,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,0.0,0.002667,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0
syn_0007,train,slow,stable,138,139,143,1,1.020667,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,2.0667,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,0.0,-0.000667,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333
syn_0007,train,slow,stable,139,140,144,1,1.02,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,2.0,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,0.0,0.001333,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667
syn_0007,train,slow,stable,140,141,145,1,1.021333,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,2.1333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,0.0,-0.000667,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333
syn_0007,train,slow,stable,141,142,146,1,1.020667,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,2.0667,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,0.0,-0.002667,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333
syn_0007,train,slow,stable,142,143,147,1,1.018,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.8,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,0.0,0.001333,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333
syn_0007,train,slow,stable,143,144,148,1,1.019333,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.9333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,0.0,0.000667,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667
syn_0007,train,slow,stable,144,145,149,1,1.02,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,2.0,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,0.0,-0.001333,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002
syn_0007,train,slow,stable,145,146,150,1,1.018667,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,1.02,1.8667,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,2.0,0.0,-0.001333,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002,0.000667
syn_0007,train,slow,stable,146,147,151,1,1.017333,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,1.02,1.019333,1.7333,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,2.0,1.9333,0.0,0.001333,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002,0.000667,-0.000667
syn_0007,train,slow,stable,147,148,152,1,1.018667,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,1.02,1.019333,1.018,1.8667,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,2.0,1.9333,1.8,0.0,-0.002,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002,0.000667,-0.000667,-0.001333
syn_0007,train,slow,stable,148,149,153,1,1.016667,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,1.02,1.019333,1.018,1.016,1.6667,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,2.0,1.9333,1.8,1.6,0.0,0.000667,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002,0.000667,-0.000667,-0.001333,-0.002
syn_0007,train,slow,stable,149,150,154,1,1.017333,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,1.02,1.019333,1.018,1.016,1.017333,1.7333,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,2.0,1.9333,1.8,1.6,1.7333,0.0,0.000667,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002,0.000667,-0.000667,-0.001333,-0.002,0.001333
syn_0007,train,slow,stable,150,151,155,1,1.018,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,1.02,1.019333,1.018,1.016,1.017333,1.018,1.8,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,2.0,1.9333,1.8,1.6,1.7333,1.8,0.0,0.002,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002,0.000667,-0.000667,-0.001333,-0.002,0.001333,0.000667
syn_0007,train,slow,stable,151,152,156,1,1.02,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,1.02,1.019333,1.018,1.016,1.017333,1.018,1.02,2.0,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,2.0,1.9333,1.8,1.6,1.7333,1.8,2.0,0.0,-0.001333,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002,0.000667,-0.000667,-0.001333,-0.002,0.001333,0.000667,0.002
syn_0007,train,slow,stable,152,153,157,1,1.018667,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,1.02,1.019333,1.018,1.016,1.017333,1.018,1.02,1.016667,1.8667,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,2.0,1.9333,1.8,1.6,1.7333,1.8,2.0,1.6667,0.0,0.000667,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002,0.000667,-0.000667,-0.001333,-0.002,0.001333,0.000667,0.002,-0.003333
syn_0007,train,slow,stable,153,154,158,1,1.019333,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,1.02,1.019333,1.018,1.016,1.017333,1.018,1.02,1.016667,1.02,1.9333,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,2.0,1.9333,1.8,1.6,1.7333,1.8,2.0,1.6667,2.0,0.0,-0.000667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002,0.000667,-0.000667,-0.001333,-0.002,0.001333,0.000667,0.002,-0.003333,0.003333
syn_0007,train,slow,stable,154,155,159,1,1.018667,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,1.02,1.019333,1.018,1.016,1.017333,1.018,1.02,1.016667,1.02,1.020667,1.8667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,2.0,1.9333,1.8,1.6,1.7333,1.8,2.0,1.6667,2.0,2.0667,0.0,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002,0.000667,-0.000667,-0.001333,-0.002,0.001333,0.000667,0.002,-0.003333,0.003333,0.000667
syn_0007,train,slow,stable,155,156,160,1,1.018667,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,1.02,1.019333,1.018,1.016,1.017333,1.018,1.02,1.016667,1.02,1.020667,1.020667,1.8667,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,2.0,1.9333,1.8,1.6,1.7333,1.8,2.0,1.6667,2.0,2.0667,2.0667,0.0,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002,0.000667,-0.000667,-0.001333,-0.002,0.001333,0.000667,0.002,-0.003333,0.003333,0.000667,0.0
syn_0007,train,slow,stable,156,157,161,1,1.018667,1.02,1.019333,1.018,1.019333,1.018,1.017333,1.019333,1.02,1.019333,1.018,1.016,1.017333,1.018,1.02,1.016667,1.02,1.020667,1.020667,1.021333,1.8667,2.0,1.9333,1.8,1.9333,1.8,1.7333,1.9333,2.0,1.9333,1.8,1.6,1.7333,1.8,2.0,1.6667,2.0,2.0667,2.0667,2.1333,0.0,0.001333,-0.000667,-0.001333,0.001333,-0.001333,-0.000667,0.002,0.000667,-0.000667,-0.001333,-0.002,0.001333,0.000667,0.002,-0.003333,0.003333,0.000667,0.0,0.000667
